trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
195,False,"{'a': 0.7, 'e': 0.0017863167327665692}",20,10,20.044513852846915,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.7, 'e': 0.001775385687232841}",20,5,27.066652279528444,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.7, 'e': 0.0017645766521860418}",25,15,16.117504602519357,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.7, 'e': 0.0017538876567384587}",25,14,20.031870121000534,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.7, 'e': 0.0017433167715780187}",30,13,30.159612879528183,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.7, 'e': 0.0017328621078878663}",25,6,32.193726959657006,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.7, 'e': 0.0017225218162992498}",30,16,20.550445733634433,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.7, 'e': 0.0017122940858765301}",20,9,23.500664743909272,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.7, 'e': 0.0017021771431331744}",20,8,21.364885083193272,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.7, 'e': 0.001692169251077642}",25,0,41.44898472268824,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
205,False,"{'a': 0.7, 'e': 0.0016822687082881105}",20,2,29.41499951388283,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.7, 'e': 0.0016724738480150376}",20,11,17.076513081250557,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.7, 'e': 0.0016627830373105892}",20,11,12.963639146972763,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.7, 'e': 0.001653194676184005}",25,5,30.671054941966656,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.7, 'e': 0.0016437071967820083}",20,14,13.208430805344435,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.7, 'e': 0.0016343190625933998}",25,8,30.600967690695732,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.7, 'e': 0.0016250287676770165}",20,16,6.952608627294852,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.7, 'e': 0.0016158348359122533}",25,10,21.47219360710684,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.7, 'e': 0.0016067358202713946}",25,9,26.171186209838257,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.7, 'e': 0.0015977303021130148}",25,12,26.202465024902846,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.7, 'e': 0.0015888168904957482}",20,11,17.02685545248103,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.7, 'e': 0.0015799942215117438}",25,18,14.675935980479164,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.7, 'e': 0.0015712609576391595}",25,14,20.891692739624446,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.7, 'e': 0.0015626157871130601}",20,0,30.84926567192868,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
219,False,"{'a': 0.7, 'e': 0.0015540574233141177}",25,13,25.040352789150294,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.7, 'e': 0.0015455846041745336}",20,6,23.374610446381492,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.7, 'e': 0.0015371960916006169}",20,10,18.675412522758773,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.7, 'e': 0.001528890670911482}",30,3,39.99053814674942,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.7, 'e': 0.001520667150293348}",20,13,16.52195817766046,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.7, 'e': 0.001512524360268931}",20,12,13.387697318149609,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.7, 'e': 0.0015044611531814544}",20,9,21.84974639821317,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.7, 'e': 0.0014964764026928069}",20,9,16.237285099033304,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.7, 'e': 0.0014885690032954008}",30,17,23.433057710174886,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.7, 'e': 0.0014807378698373003}",20,12,15.818365987446386,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.7, 'e': 0.001472981937060199}",30,4,43.136832251121106,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.7, 'e': 0.001465300159149847}",20,0,31.058085852322275,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
231,False,"{'a': 0.7, 'e': 0.0014576915092985407}",20,10,19.003996586574996,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.7, 'e': 0.0014501549792792973}",25,11,29.937238102867287,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.7, 'e': 0.0014426895790313559}",25,0,39.97628983962593,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
234,False,"{'a': 0.7, 'e': 0.0014352943362566587}",25,0,39.76637057790616,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
235,False,"{'a': 0.7, 'e': 0.00142796829602697}",25,3,35.29309312177081,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.7, 'e': 0.0014207105204013164}",20,14,12.76326137033302,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.7, 'e': 0.0014135200880534252}",20,12,13.735498061782188,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.7, 'e': 0.00140639609390887}",20,0,29.729583491330466,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
239,False,"{'a': 0.7, 'e': 0.0013993376487916218}",20,0,27.96185260656651,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
240,False,"{'a': 0.7, 'e': 0.001392343879079727}",25,11,24.431605618458914,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.7, 'e': 0.0013854139263698422}",30,4,43.223085700436584,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.7, 'e': 0.0013785469471503567}",25,16,16.982919170251176,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.7, 'e': 0.0013717421124828536}",20,4,24.19028893796397,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.7, 'e': 0.001364998607691663}",25,19,13.467627866960186,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.7, 'e': 0.0013583156320612641}",20,3,33.1990561857408,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.7, 'e': 0.0013516923985413154}",30,19,20.955786158000464,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.7, 'e': 0.0013451281334590814}",20,0,33.18850920337922,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
248,False,"{'a': 0.7, 'e': 0.0013386220762390496}",20,15,7.176670179024818,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.7, 'e': 0.0013321734791295237}",20,14,11.578026518970345,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.7, 'e': 0.001325781606935995}",25,6,28.9560601931349,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.7, 'e': 0.001319445736761099}",20,8,23.230844504060897,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.7, 'e': 0.0013131651577509638}",20,10,22.387578028167432,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.7, 'e': 0.001306939170847776}",25,9,25.053853577870683,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.7, 'e': 0.0013007670885483806}",20,7,26.625064813012973,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.7, 'e': 0.0012946482346687502}",20,8,23.625851446917967,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.7, 'e': 0.001288581944114155}",20,0,32.14819723284092,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
257,False,"{'a': 0.7, 'e': 0.0012825675626548752}",20,12,18.497568806061466,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.7, 'e': 0.0012766044467073029}",20,13,13.784555410118884,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.7, 'e': 0.001270691963120278}",20,12,17.00021664090575,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.7, 'e': 0.0012648294889665232}",25,12,21.672419038929558,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.7, 'e': 0.0012590164113390249}",20,2,25.964937271405955,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.7, 'e': 0.0012532521271522356}",25,20,7.791489306584535,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.7, 'e': 0.0012475360429479597}",20,14,9.641948821137088,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.7, 'e': 0.0012418675747057943}",20,9,18.157819330850675,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.7, 'e': 0.0012362461476580061}",25,5,27.891334853810637,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.7, 'e': 0.0012306711961087206}",30,12,32.37572951067736,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.7, 'e': 0.001225142163257307}",25,11,27.83511753262886,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.7, 'e': 0.00121965850102585}",20,0,28.933449321774113,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.7, 'e': 0.0012142196698905932}",20,16,7.662768536137117,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.7, 'e': 0.0012088251387172557}",25,8,29.387098596086183,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.7, 'e': 0.0012034743846001115}",20,14,9.948766669189446,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.7, 'e': 0.0011981668927047368}",35,22,26.790553835866564,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.7, 'e': 0.0011929021561143292}",20,10,21.961304973560267,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.7, 'e': 0.0011876796756794985}",20,13,15.291823791127161,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.7, 'e': 0.001182498959871448}",20,11,16.64043180114709,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.7, 'e': 0.0011773595246384492}",20,0,25.768586465602784,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
277,False,"{'a': 0.7, 'e': 0.0011722608932655289}",30,12,34.02471612635894,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.7, 'e': 0.0011672025962372848}",25,5,35.41882726966772,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.7, 'e': 0.001162184171103748}",20,12,13.654315771902183,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.7, 'e': 0.001157205162349215}",30,6,38.30616000942946,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.7, 'e': 0.0011522651212639724}",20,9,18.177019142926547,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.7, 'e': 0.001147363605818841}",20,3,26.025961122541528,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.7, 'e': 0.001142500180542468}",30,17,28.08616803012862,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.7, 'e': 0.0011376744164012954}",20,8,21.231766631731475,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.7, 'e': 0.001132885890682141}",30,21,15.881949619593524,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.7, 'e': 0.0011281341868773227}",25,14,20.647633203866835,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.7, 'e': 0.0011234188945722621}",20,11,19.196670311142558,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.7, 'e': 0.0011187396093355112}",20,8,21.785023666657345,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.7, 'e': 0.0011140959326111318}",20,10,17.957660454607492,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.7, 'e': 0.0011094874716133802}",25,4,31.172746028859255,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.7, 'e': 0.001104913839223632}",20,8,16.803663944542468,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.7, 'e': 0.0011003746538894952}",20,8,25.381903716532662,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.7, 'e': 0.001095869539526058}",30,16,24.839733760906082,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.7, 'e': 0.0010913981254192181}",20,0,31.293419238712612,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
295,False,"{'a': 0.7, 'e': 0.0010869600461310427}",30,15,23.406640455717476,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.7, 'e': 0.0010825549414071106}",20,10,18.017193148923557,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.7, 'e': 0.0010781824560857879}",35,0,53.894116619860284,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
298,False,"{'a': 0.7, 'e': 0.0010738422400093904}",20,7,21.91805243174899,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.7, 'e': 0.0010695339479371874}",20,10,20.030992262918236,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.7, 'e': 0.0010652572394602032}",25,14,16.437652806003975,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.7, 'e': 0.001061011778917773}",25,0,37.822852627608135,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
302,False,"{'a': 0.7, 'e': 0.0010567972353158102}",20,16,6.479872971413485,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.7, 'e': 0.0010526132822467477}",25,9,29.541854446501894,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.7, 'e': 0.0010484595978111084}",20,13,14.17309122092329,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.7, 'e': 0.0010443358645406734}",25,15,19.880388905488655,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.7, 'e': 0.0010402417693232027}",20,15,8.48302445798142,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.7, 'e': 0.0010361770033286773}",20,13,12.772553676711517,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.7, 'e': 0.0010321412619370266}",20,9,17.731027302922374,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.7, 'e': 0.0010281342446673033}",25,9,34.27471719335017,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.7, 'e': 0.0010241556551082757}",20,10,18.385806521360557,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.7, 'e': 0.0010202052008504033}",30,0,39.47334241225613,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
312,False,"{'a': 0.7, 'e': 0.0010162825934191628}",20,10,22.19395206680397,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.7, 'e': 0.0010123875482096957}",20,0,32.68683840453662,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.7, 'e': 0.0010085197844227445}",30,20,21.037342718705702,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.7, 'e': 0.00100467902500185}",20,16,6.317490977902971,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.7, 'e': 0.0010008649965717817}",20,3,30.13628247896789,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.7, 'e': 0.000997077429378169}",20,11,18.255202860314476,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",25,20,8.62991480094491,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",35,23,22.892048714571352,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",20,6,24.747855075548138,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",25,14,18.43967243957237,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",20,0,29.2204344533778,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
6,True,"{'a': 0.0, 'e': 0.0}",20,11,20.89548486154705,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",30,20,21.1269725725825,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",20,10,15.559517455264002,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",20,0,31.719389376179777,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
10,True,"{'a': 0.0, 'e': 0.0}",30,16,27.388691856822074,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0.0, 'e': 0.0}",25,15,19.064008793249123,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0.0, 'e': 0.0}",20,11,16.49635203089713,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0.0, 'e': 0.0}",20,11,17.23844942303222,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0.0, 'e': 0.0}",30,16,28.00098143037403,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0.0, 'e': 0.0}",20,0,35.27297722464582,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0.0, 'e': 0.0}",20,8,24.122355313390976,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0.0, 'e': 0.0}",25,12,25.358188423409864,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0.0, 'e': 0.0}",30,19,24.36738826186476,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0.0, 'e': 0.0}",20,12,14.480851064539983,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0.0, 'e': 0.0}",25,13,20.707286528431464,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0.0, 'e': 0.0}",25,15,22.272979864837474,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0.0, 'e': 0.0}",25,15,17.603323145991887,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0.0, 'e': 0.0}",25,17,15.89409864579588,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0.0, 'e': 0.0}",25,17,15.342594566956492,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0.0, 'e': 0.0}",20,13,11.965072618525012,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'a': 0.0, 'e': 0.0}",25,7,30.534962278519604,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0.0, 'e': 0.0}",20,15,7.612556408005499,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0.0, 'e': 0.0}",30,21,15.709149620827656,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'a': 0.0, 'e': 0.0}",30,12,36.02124624089767,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'a': 0.0, 'e': 0.0}",30,3,47.937354457540096,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,True,"{'a': 0.0, 'e': 0.0}",25,11,25.949267067729,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,True,"{'a': 0.0, 'e': 0.0}",25,6,36.57581379856361,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,True,"{'a': 0.0, 'e': 0.0}",25,17,16.00359104181806,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,True,"{'a': 0.0, 'e': 0.0}",25,11,26.60023710248781,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,True,"{'a': 0.0, 'e': 0.0}",30,23,14.106585218939497,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,True,"{'a': 0.0, 'e': 0.0}",20,6,29.048514466758974,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,True,"{'a': 0.0, 'e': 0.0}",25,14,22.69560458179073,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,True,"{'a': 0.0, 'e': 0.0}",20,4,26.243912897389368,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,True,"{'a': 0.0, 'e': 0.0}",20,2,32.91080289574022,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,True,"{'a': 0.0, 'e': 0.0}",25,13,18.50600344806691,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,True,"{'a': 0.0, 'e': 0.0}",20,14,10.777318179451143,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,True,"{'a': 0.0, 'e': 0.0}",25,0,40.91792743036146,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
43,True,"{'a': 0.0, 'e': 0.0}",30,17,26.053830437105702,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,True,"{'a': 0.0, 'e': 0.0}",20,14,13.091566486218012,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,True,"{'a': 0.0, 'e': 0.0}",20,7,21.036898885616395,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,True,"{'a': 0.0, 'e': 0.0}",25,15,15.463720153903367,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,True,"{'a': 0.0, 'e': 0.0}",25,7,32.725772742973405,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,True,"{'a': 0.0, 'e': 0.0}",30,20,18.3403997539221,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,True,"{'a': 0.0, 'e': 0.0}",20,12,13.600482448952107,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,True,"{'a': 0.0, 'e': 0.0}",30,22,13.240708295905637,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
51,True,"{'a': 0.0, 'e': 0.0}",30,18,22.41863768816507,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
52,True,"{'a': 0.0, 'e': 0.0}",25,14,19.829139566660473,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
53,True,"{'a': 0.0, 'e': 0.0}",20,13,12.151134416979389,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
54,True,"{'a': 0.0, 'e': 0.0}",20,6,23.861193158475913,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
55,True,"{'a': 0.0, 'e': 0.0}",20,7,23.511519162638855,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
56,True,"{'a': 0.0, 'e': 0.0}",20,9,18.265948469359884,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
57,True,"{'a': 0.0, 'e': 0.0}",20,11,16.099931003249683,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
58,True,"{'a': 0.0, 'e': 0.0}",20,12,16.033551267334705,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
59,True,"{'a': 0.0, 'e': 0.0}",20,10,17.251250147091334,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
60,True,"{'a': 0.0, 'e': 0.0}",25,11,24.67189539778469,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
61,True,"{'a': 0.0, 'e': 0.0}",20,7,21.05877039147099,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
62,True,"{'a': 0.0, 'e': 0.0}",20,2,27.88383164291678,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
63,True,"{'a': 0.0, 'e': 0.0}",20,13,15.01027493196072,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
64,True,"{'a': 0.0, 'e': 0.0}",20,16,7.8907516704678216,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
65,True,"{'a': 0.0, 'e': 0.0}",25,11,25.74678041023578,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
66,True,"{'a': 0.0, 'e': 0.0}",25,15,17.312491682114988,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
